datetime,KQ.i@CZCE.MA.open,KQ.i@CZCE.MA.high,KQ.i@CZCE.MA.low,KQ.i@CZCE.MA.close,KQ.i@CZCE.MA.volume,KQ.i@CZCE.MA.open_oi,KQ.i@CZCE.MA.close_oi
2018-03-01 22:00:00.000000000,2666.717,2666.717,2653.055,2659.863,104198,888040,867086
2018-03-01 23:00:00.000000000,2659.863,2664.402,2646.347,2656.032,93896,867086,853504
2018-03-02 09:00:00.000000000,2657.74,2677.953,2655.446,2667.134,177308,853504,841446
2018-03-02 10:00:00.000000000,2667.134,2674.0,2666.449,2672.011,48450,841446,845162
2018-03-02 11:00:00.000000000,2672.011,2674.988,2667.169,2670.425,34560,845162,848322
2018-03-02 13:00:00.000000000,2671.413,2690.997,2669.571,2688.997,115466,848322,836002
2018-03-02 14:00:00.000000000,2688.997,2688.997,2672.731,2680.956,190540,836002,836070
2018-03-02 21:00:00.000000000,2679.17,2690.023,2675.032,2687.195,132556,836070,830614
2018-03-02 22:00:00.000000000,2687.195,2689.18,2674.486,2676.328,88572,830614,816096
2018-03-02 23:00:00.000000000,2676.328,2682.971,2673.631,2673.631,47714,816096,805038
2018-03-05 09:00:00.000000000,2681.854,2695.357,2678.363,2680.515,139864,805038,812976
2018-03-05 10:00:00.000000000,2680.515,2684.509,2658.545,2667.496,155132,812976,824514
2018-03-05 11:00:00.000000000,2667.496,2671.115,2664.447,2667.238,32434,824514,828290
2018-03-05 13:00:00.000000000,2666.432,2675.835,2664.019,2673.006,54754,828290,831992
2018-03-05 14:00:00.000000000,2673.006,2686.366,2673.006,2679.748,158548,831992,845118
2018-03-05 21:00:00.000000000,2673.762,2684.475,2664.979,2681.615,178456,845118,833798
2018-03-05 22:00:00.000000000,2681.615,2683.348,2672.654,2676.475,96808,833798,818772
2018-03-05 23:00:00.000000000,2676.475,2686.055,2674.501,2679.176,76510,818772,816458
2018-03-06 09:00:00.000000000,2682.743,2697.615,2679.947,2681.1,150812,816458,816870
2018-03-06 10:00:00.000000000,2681.1,2682.087,2668.68,2669.667,91756,816870,820874
2018-03-06 11:00:00.000000000,2669.667,2674.68,2667.96,2672.947,41580,820874,825590
2018-03-06 13:00:00.000000000,2671.96,2680.074,2664.813,2669.367,88554,825590,845136
2018-03-06 14:00:00.000000000,2669.367,2677.8,2666.386,2672.348,128268,845136,842932
2018-03-06 21:00:00.000000000,2678.266,2679.437,2657.249,2665.052,196246,842932,843174
2018-03-06 22:00:00.000000000,2665.052,2671.052,2659.065,2665.356,110616,843174,833004
2018-03-06 23:00:00.000000000,2665.356,2667.198,2661.356,2666.33,32830,833004,825414
2018-03-07 09:00:00.000000000,2665.211,2665.211,2646.696,2656.342,196388,825414,815556
2018-03-07 10:00:00.000000000,2656.342,2669.804,2656.342,2667.974,85158,815556,812842
2018-03-07 11:00:00.000000000,2667.974,2671.804,2666.132,2671.804,34838,812842,812900
2018-03-07 13:00:00.000000000,2670.948,2674.344,2664.961,2674.344,57068,812900,822712
2018-03-07 14:00:00.000000000,2674.344,2688.451,2668.804,2679.792,249046,822712,841142
2018-03-07 21:00:00.000000000,2678.815,2689.032,2668.941,2682.069,262368,841142,860740
2018-03-07 22:00:00.000000000,2682.069,2689.564,2675.545,2680.811,134810,860740,867234
2018-03-07 23:00:00.000000000,2680.811,2684.613,2677.938,2678.893,53354,867234,850354
2018-03-08 09:00:00.000000000,2678.893,2697.68,2666.482,2682.664,275180,850354,855254
2018-03-08 10:00:00.000000000,2682.664,2686.164,2675.824,2676.098,67824,855254,853030
2018-03-08 11:00:00.000000000,2676.098,2680.885,2673.253,2679.026,53798,853030,852970
2018-03-08 13:00:00.000000000,2679.053,2680.749,2656.292,2658.987,177790,852970,853150
2018-03-08 14:00:00.000000000,2658.987,2666.523,2639.585,2642.006,282498,853150,884814
2018-03-08 21:00:00.000000000,2645.122,2663.966,2645.122,2654.693,178852,884814,838978
2018-03-08 22:00:00.000000000,2654.693,2673.144,2654.693,2667.017,169536,838978,833098
2018-03-08 23:00:00.000000000,2667.017,2671.802,2665.199,2669.149,39794,833098,827122
2018-03-09 09:00:00.000000000,2669.984,2690.639,2667.331,2684.126,234616,827122,826780
2018-03-09 10:00:00.000000000,2684.126,2708.106,2670.517,2706.437,341142,826780,843014
2018-03-09 11:00:00.000000000,2706.437,2708.776,2683.975,2700.102,195398,843014,848492
2018-03-09 13:00:00.000000000,2701.92,2702.755,2690.473,2695.793,83368,848492,868504
2018-03-09 14:00:00.000000000,2695.793,2700.085,2681.442,2686.117,182020,868504,858360
2018-03-09 21:00:00.000000000,2692.503,2698.161,2683.436,2691.227,189230,858360,832152
2018-03-09 22:00:00.000000000,2691.227,2697.908,2683.623,2695.588,119626,832152,823092
2018-03-09 23:00:00.000000000,2695.588,2700.867,2690.844,2693.131,52964,823092,815288
2018-03-12 09:00:00.000000000,2697.721,2719.183,2688.795,2691.27,327312,815288,800266
2018-03-12 10:00:00.000000000,2691.27,2694.88,2670.398,2684.435,232574,800266,796192
2018-03-12 11:00:00.000000000,2684.435,2688.598,2680.534,2687.772,37162,796192,799514
2018-03-12 13:00:00.000000000,2689.423,2705.929,2686.638,2705.78,98582,799514,807156
2018-03-12 14:00:00.000000000,2705.78,2711.884,2699.038,2704.319,158556,807156,804142
2018-03-12 21:00:00.000000000,2707.915,2724.123,2702.237,2711.606,264490,804142,786282
2018-03-12 22:00:00.000000000,2711.606,2718.031,2710.285,2715.994,71622,786282,774646
2018-03-12 23:00:00.000000000,2715.994,2716.155,2704.496,2712.08,61748,774646,768616
2018-03-13 09:00:00.000000000,2714.531,2719.796,2706.22,2713.21,126508,768616,777642
2018-03-13 10:00:00.000000000,2713.21,2720.391,2707.4,2710.476,73678,777642,786052
2018-03-13 11:00:00.000000000,2710.476,2719.553,2708.358,2714.864,45410,786052,785434
2018-03-13 13:00:00.000000000,2715.68,2716.659,2710.537,2711.737,35068,785434,785962
2018-03-13 14:00:00.000000000,2711.737,2716.921,2701.116,2713.172,150404,785962,779596
2018-03-13 21:00:00.000000000,2727.876,2734.563,2718.331,2727.552,228146,779596,755502
2018-03-13 22:00:00.000000000,2727.552,2730.507,2720.79,2721.871,91432,755502,753162
2018-03-13 23:00:00.000000000,2721.871,2725.534,2720.563,2725.307,30968,753162,749566
2018-03-14 09:00:00.000000000,2726.12,2732.111,2715.542,2720.204,143024,749566,758916
2018-03-14 10:00:00.000000000,2720.204,2725.52,2719.495,2725.52,41268,758916,761580
2018-03-14 11:00:00.000000000,2725.52,2739.101,2723.606,2734.618,99710,761580,767000
2018-03-14 13:00:00.000000000,2735.431,2743.75,2733.64,2736.264,91486,767000,780298
2018-03-14 14:00:00.000000000,2736.264,2745.369,2732.518,2743.606,120880,780298,785422
2018-03-14 21:00:00.000000000,2746.013,2749.608,2733.589,2736.089,130838,785422,759670
2018-03-14 22:00:00.000000000,2736.089,2738.685,2732.273,2735.07,62622,759670,742560
2018-03-14 23:00:00.000000000,2735.07,2736.708,2728.162,2731.537,43742,742560,739080
2018-03-15 09:00:00.000000000,2732.356,2735.552,2717.825,2723.513,152160,739080,737902
2018-03-15 10:00:00.000000000,2723.513,2729.946,2718.562,2721.599,67610,737902,750738
2018-03-15 11:00:00.000000000,2721.599,2721.661,2713.548,2716.544,71654,750738,754456
2018-03-15 13:00:00.000000000,2715.724,2718.5,2706.655,2713.479,94164,754456,760498
2018-03-15 14:00:00.000000000,2713.479,2721.599,2712.343,2720.779,116392,760498,766284
2018-03-15 21:00:00.000000000,2716.264,2718.367,2706.432,2716.883,162470,766284,729298
2018-03-15 22:00:00.000000000,2716.883,2716.883,2708.862,2713.708,58342,729298,722062
2018-03-15 23:00:00.000000000,2713.708,2722.994,2712.905,2720.585,51640,722062,710204
2018-03-16 09:00:00.000000000,2719.783,2722.037,2697.383,2705.497,220150,710204,716524
2018-03-16 10:00:00.000000000,2705.497,2706.586,2695.229,2700.221,98158,716524,720802
2018-03-16 11:00:00.000000000,2700.221,2704.367,2694.032,2695.792,48076,720802,724390
2018-03-16 13:00:00.000000000,2695.44,2703.375,2693.835,2701.835,47122,724390,735178
2018-03-16 14:00:00.000000000,2701.835,2701.835,2687.414,2691.338,165170,735178,753272
2018-03-16 21:00:00.000000000,2691.347,2701.0,2688.975,2698.255,127376,753272,720454
2018-03-16 22:00:00.000000000,2698.255,2704.814,2695.488,2700.255,52508,720454,706176
2018-03-16 23:00:00.000000000,2700.255,2704.0,2698.046,2702.977,36716,706176,690272
2018-03-19 09:00:00.000000000,2703.768,2723.094,2698.465,2719.419,239856,690272,674620
2018-03-19 10:00:00.000000000,2719.419,2748.766,2716.605,2740.232,201168,674620,697182
2018-03-19 11:00:00.000000000,2740.232,2770.998,2739.628,2763.231,228800,697182,744532
2018-03-19 13:00:00.000000000,2763.231,2763.859,2752.95,2759.276,81128,744532,758358
2018-03-19 14:00:00.000000000,2759.276,2765.739,2754.669,2762.367,155340,758358,777772
2018-03-19 21:00:00.000000000,2764.973,2766.284,2755.53,2758.907,146532,777772,752490
2018-03-19 22:00:00.000000000,2758.907,2763.24,2751.952,2754.062,64680,752490,742180
2018-03-19 23:00:00.000000000,2754.062,2755.64,2750.952,2753.662,46270,742180,730220
2018-03-20 09:00:00.000000000,2753.662,2761.394,2743.307,2746.351,172278,730220,716186
2018-03-20 10:00:00.000000000,2746.351,2749.862,2739.352,2748.084,97888,716186,724222
2018-03-20 11:00:00.000000000,2748.084,2751.529,2742.374,2744.862,47026,724222,728060
2018-03-20 13:00:00.000000000,2744.062,2764.484,2744.062,2755.862,116072,728060,731828
2018-03-20 14:00:00.000000000,2755.862,2768.261,2755.062,2761.351,132504,731828,733996
2018-03-20 21:00:00.000000000,2768.923,2770.666,2746.206,2754.271,206006,733996,706808
2018-03-20 22:00:00.000000000,2754.271,2758.481,2747.673,2756.409,87242,706808,713162
2018-03-20 23:00:00.000000000,2756.409,2763.433,2754.038,2759.9,38732,713162,706452
2018-03-21 09:00:00.000000000,2760.69,2763.319,2749.23,2761.367,123250,706452,709274
2018-03-21 10:00:00.000000000,2761.367,2763.53,2751.578,2754.949,62498,709274,708466
2018-03-21 11:00:00.000000000,2754.949,2758.925,2750.674,2752.345,43012,708466,709864
2018-03-21 13:00:00.000000000,2753.135,2753.554,2743.207,2748.344,81038,709864,718488
2018-03-21 14:00:00.000000000,2748.344,2757.506,2747.973,2752.272,87656,718488,728974
2018-03-21 21:00:00.000000000,2758.078,2761.206,2743.565,2754.654,131352,728974,717504
2018-03-21 22:00:00.000000000,2754.654,2765.527,2749.911,2761.039,96038,717504,712276
2018-03-21 23:00:00.000000000,2761.039,2768.066,2758.938,2767.183,69316,712276,701512
2018-03-22 09:00:00.000000000,2767.965,2793.299,2767.31,2787.235,219668,701512,719898
2018-03-22 10:00:00.000000000,2787.235,2789.453,2779.926,2782.85,72768,719898,732336
2018-03-22 11:00:00.000000000,2782.85,2796.736,2781.875,2792.48,76806,732336,747606
2018-03-22 13:00:00.000000000,2792.673,2792.914,2784.031,2789.864,58136,747606,756496
2018-03-22 14:00:00.000000000,2789.864,2796.927,2784.605,2789.094,143640,756496,777546
2018-03-22 21:00:00.000000000,2785.388,2791.172,2779.221,2781.574,152554,777546,754322
2018-03-22 22:00:00.000000000,2781.574,2785.932,2766.811,2776.546,186170,754322,730048
2018-03-22 23:00:00.000000000,2776.546,2777.521,2736.027,2749.218,167502,730048,704312
2018-03-23 09:00:00.000000000,2751.546,2752.997,2725.477,2745.717,328278,704312,704188
2018-03-23 10:00:00.000000000,2745.717,2748.452,2737.31,2739.663,63518,704188,709042
2018-03-23 11:00:00.000000000,2739.663,2742.805,2734.364,2739.687,41318,709042,708118
2018-03-23 13:00:00.000000000,2739.687,2739.83,2661.064,2661.064,330654,708118,705040
2018-03-23 14:00:00.000000000,2661.064,2699.565,2651.477,2692.688,369170,705040,694168
2018-03-23 21:00:00.000000000,2682.608,2692.578,2672.151,2688.17,189346,694168,665090
2018-03-23 22:00:00.000000000,2688.17,2718.074,2688.17,2714.558,147070,665090,655238
2018-03-23 23:00:00.000000000,2714.558,2734.617,2709.373,2723.094,157336,655238,651750
2018-03-26 09:00:00.000000000,2723.841,2727.403,2675.369,2695.097,279082,651750,673256
2018-03-26 10:00:00.000000000,2695.097,2699.311,2677.343,2681.275,89088,673256,690274
2018-03-26 11:00:00.000000000,2681.275,2688.683,2680.023,2688.246,35434,690274,693638
2018-03-26 13:00:00.000000000,2686.002,2691.935,2680.78,2682.284,46802,693638,699220
2018-03-26 14:00:00.000000000,2682.284,2689.924,2653.177,2661.303,255410,699220,713760
2018-03-26 21:00:00.000000000,2662.553,2668.666,2630.889,2639.539,327036,713760,691738
2018-03-26 22:00:00.000000000,2639.539,2640.755,2626.212,2635.322,176328,691738,703684
2018-03-26 23:00:00.000000000,2635.322,2635.322,2626.936,2632.166,41092,703684,701526
2018-03-27 09:00:00.000000000,2634.106,2663.862,2633.382,2647.752,229320,701526,702328
2018-03-27 10:00:00.000000000,2647.752,2660.198,2647.275,2652.028,68454,702328,708388
2018-03-27 11:00:00.000000000,2652.028,2660.952,2648.655,2655.812,51010,708388,710918
2018-03-27 13:00:00.000000000,2655.812,2676.986,2652.671,2668.675,120208,710918,712510
2018-03-27 14:00:00.000000000,2668.675,2668.922,2639.022,2648.136,184216,712510,726200
2018-03-27 21:00:00.000000000,2650.32,2658.931,2639.891,2643.942,192452,726200,701356
2018-03-27 22:00:00.000000000,2643.942,2655.32,2638.187,2650.584,103518,701356,695194
2018-03-27 23:00:00.000000000,2650.584,2652.432,2641.942,2649.229,53678,695194,685156
2018-03-28 09:00:00.000000000,2649.229,2661.289,2639.248,2654.258,178050,685156,694456
2018-03-28 10:00:00.000000000,2654.258,2664.779,2651.993,2654.697,80900,694456,694466
2018-03-28 11:00:00.000000000,2654.697,2655.545,2650.35,2652.198,20508,694466,694212
2018-03-28 13:00:00.000000000,2651.933,2657.066,2643.688,2654.77,77416,694212,704462
2018-03-28 14:00:00.000000000,2654.77,2657.301,2645.168,2647.402,113244,704462,719268
2018-03-28 21:00:00.000000000,2648.365,2651.849,2628.102,2637.697,217794,719268,688958
2018-03-28 22:00:00.000000000,2637.697,2648.142,2634.134,2643.729,96900,688958,686832
2018-03-28 23:00:00.000000000,2643.729,2646.967,2640.792,2645.03,26032,686832,681058
2018-03-29 09:00:00.000000000,2645.03,2647.792,2615.281,2628.433,267582,681058,704200
2018-03-29 10:00:00.000000000,2628.433,2648.276,2625.711,2643.307,134108,704200,714602
2018-03-29 11:00:00.000000000,2643.307,2647.656,2640.576,2644.442,48106,714602,722240
2018-03-29 13:00:00.000000000,2644.029,2658.593,2644.029,2653.72,101348,722240,731750
2018-03-29 14:00:00.000000000,2653.72,2657.442,2643.307,2656.783,127638,731750,744742
2018-03-29 21:00:00.000000000,2655.929,2671.75,2645.609,2646.206,160686,744742,718608
2018-03-29 22:00:00.000000000,2646.206,2664.941,2644.238,2653.356,116796,718608,710044
2018-03-29 23:00:00.000000000,2653.356,2658.016,2651.004,2653.633,31660,710044,703230
2018-03-30 09:00:00.000000000,2654.187,2658.664,2640.107,2654.278,153100,703230,682800
2018-03-30 10:00:00.000000000,2654.278,2657.191,2645.16,2653.819,65354,682800,686484
2018-03-30 11:00:00.000000000,2653.819,2656.863,2647.531,2655.234,36718,686484,687772
2018-03-30 13:00:00.000000000,2655.511,2675.195,2655.511,2670.643,116336,687772,683196
2018-03-30 14:00:00.000000000,2670.643,2686.325,2662.492,2683.25,159532,683196,685548
2018-03-30 21:00:00.000000000,2676.024,2681.863,2669.932,2674.828,126956,685548,677210
2018-03-30 22:00:00.000000000,2674.828,2676.177,2670.589,2673.281,41400,677210,672684
2018-03-30 23:00:00.000000000,2673.281,2692.438,2672.624,2689.421,87648,672684,664488
2018-04-02 09:00:00.000000000,2690.695,2690.695,2658.961,2666.177,188236,664488,677530
2018-04-02 10:00:00.000000000,2666.177,2666.834,2641.339,2643.584,131820,677530,699508
2018-04-02 11:00:00.000000000,2643.584,2648.892,2629.489,2637.146,131148,699508,714612
2018-04-02 13:00:00.000000000,2636.838,2644.117,2634.866,2638.431,58302,714612,724594
2018-04-02 14:00:00.000000000,2638.431,2651.322,2637.157,2646.186,112212,724594,736658
2018-04-02 21:00:00.000000000,2637.891,2643.123,2630.839,2638.891,113298,736658,722544
2018-04-02 22:00:00.000000000,2638.891,2657.624,2634.527,2653.043,121216,722544,696582
2018-04-02 23:00:00.000000000,2653.043,2653.659,2634.839,2637.651,60920,696582,692406
2018-04-03 09:00:00.000000000,2637.651,2644.927,2625.927,2644.927,174134,692406,678784
2018-04-03 10:00:00.000000000,2644.927,2646.347,2638.651,2641.071,52270,678784,680000
2018-04-03 11:00:00.000000000,2641.071,2641.955,2625.063,2634.143,94626,680000,675588
2018-04-03 13:00:00.000000000,2633.795,2634.759,2602.601,2610.778,215192,675588,729324
2018-04-03 14:00:00.000000000,2610.778,2620.75,2609.734,2617.322,119090,729324,734548
2018-04-03 21:00:00.000000000,2615.729,2621.615,2610.652,2616.134,110182,734548,718778
2018-04-03 22:00:00.000000000,2616.134,2619.963,2610.078,2618.404,59730,718778,703590
2018-04-03 23:00:00.000000000,2618.404,2622.636,2617.001,2620.249,26040,703590,692464
2018-04-04 09:00:00.000000000,2619.652,2622.776,2595.242,2617.736,197510,692464,669790
2018-04-04 10:00:00.000000000,2617.736,2626.202,2616.41,2623.102,80424,669790,676732
2018-04-04 11:00:00.000000000,2623.102,2632.582,2621.891,2625.852,69518,676732,683856
2018-04-04 13:00:00.000000000,2625.255,2625.852,2609.967,2612.758,73212,683856,691982
2018-04-04 14:00:00.000000000,2612.758,2624.743,2606.857,2621.665,144098,691982,697940
2018-04-09 09:00:00.000000000,2619.954,2674.385,2614.613,2661.376,358298,697940,672730
2018-04-09 10:00:00.000000000,2661.376,2688.671,2661.376,2679.762,187870,672730,703386
2018-04-09 11:00:00.000000000,2679.762,2684.78,2676.281,2682.376,61586,703386,713368
2018-04-09 13:00:00.000000000,2682.376,2697.716,2678.198,2686.162,122830,713368,729506
2018-04-09 14:00:00.000000000,2686.162,2690.353,2675.953,2679.481,159526,729506,725754
2018-04-09 21:00:00.000000000,2678.307,2681.655,2662.921,2664.735,166958,725754,714908
2018-04-09 22:00:00.000000000,2664.735,2679.118,2664.592,2675.974,92632,714908,706834
2018-04-09 23:00:00.000000000,2675.974,2676.932,2667.107,2667.107,30522,706834,702582
2018-04-10 09:00:00.000000000,2667.658,2671.992,2659.49,2667.178,156258,702582,712704
2018-04-10 10:00:00.000000000,2667.178,2677.729,2663.999,2675.076,82374,712704,719852
2018-04-10 11:00:00.000000000,2675.076,2676.992,2660.364,2669.22,69380,719852,724504
2018-04-10 13:00:00.000000000,2669.22,2676.806,2668.669,2674.95,50994,724504,735288
2018-04-10 14:00:00.000000000,2674.95,2682.62,2669.076,2674.813,140758,735288,759782
2018-04-10 21:00:00.000000000,2668.116,2679.562,2664.676,2674.729,153640,759782,740744
2018-04-10 22:00:00.000000000,2674.729,2683.969,2673.771,2679.121,83026,740744,724078
2018-04-10 23:00:00.000000000,2679.121,2681.996,2675.688,2676.197,23850,724078,717798
2018-04-11 09:00:00.000000000,2679.562,2688.368,2659.798,2663.916,225594,717798,693094
2018-04-11 10:00:00.000000000,2663.916,2667.859,2649.48,2649.48,101992,693094,698014
2018-04-11 11:00:00.000000000,2649.48,2658.963,2648.358,2656.571,71742,698014,700622
2018-04-11 13:00:00.000000000,2657.046,2657.37,2648.461,2654.978,46952,700622,710938
2018-04-11 14:00:00.000000000,2654.978,2662.548,2652.343,2662.122,94698,710938,720178
2018-04-11 21:00:00.000000000,2652.219,2669.397,2644.603,2665.435,250314,720178,690826
2018-04-11 22:00:00.000000000,2665.435,2681.714,2663.83,2681.624,171646,690826,696700
2018-04-11 23:00:00.000000000,2681.624,2693.903,2679.629,2687.16,133138,696700,711910
2018-04-12 09:00:00.000000000,2686.771,2687.268,2670.183,2676.572,201254,711910,709194
2018-04-12 10:00:00.000000000,2676.572,2684.612,2674.137,2681.962,81610,709194,710630
2018-04-12 11:00:00.000000000,2681.962,2689.009,2681.182,2684.013,55676,710630,717046
2018-04-12 13:00:00.000000000,2683.448,2684.189,2670.987,2672.293,73070,717046,709484
2018-04-12 14:00:00.000000000,2672.293,2683.581,2671.084,2682.971,116742,709484,714110
2018-04-12 21:00:00.000000000,2666.358,2673.237,2658.594,2662.405,168162,714110,688286
2018-04-12 22:00:00.000000000,2662.405,2665.79,2656.783,2658.546,81476,688286,680778
2018-04-12 23:00:00.000000000,2658.546,2664.79,2657.546,2663.791,31362,680778,670302
2018-04-13 09:00:00.000000000,2663.791,2673.371,2661.783,2671.356,126326,670302,668468
2018-04-13 10:00:00.000000000,2671.356,2679.653,2668.207,2674.828,98140,668468,674444
2018-04-13 11:00:00.000000000,2674.828,2684.308,2672.489,2678.868,77498,674444,681042
2018-04-13 13:00:00.000000000,2680.207,2699.647,2680.207,2692.829,153542,681042,702940
2018-04-13 14:00:00.000000000,2692.829,2696.728,2682.957,2694.87,115532,702940,709364
2018-04-13 21:00:00.000000000,2698.366,2701.318,2689.158,2694.061,157448,709364,685848
2018-04-13 22:00:00.000000000,2694.061,2699.679,2692.333,2692.597,56448,685848,678128
2018-04-13 23:00:00.000000000,2692.597,2695.277,2689.452,2694.846,38244,678128,667912
2018-04-16 09:00:00.000000000,2693.59,2702.619,2682.304,2690.104,213390,667912,683362
2018-04-16 10:00:00.000000000,2690.104,2711.021,2686.223,2708.374,123712,683362,703656
2018-04-16 11:00:00.000000000,2708.374,2720.031,2703.158,2713.469,109708,703656,735688
2018-04-16 13:00:00.000000000,2713.087,2714.607,2691.252,2695.085,96302,735688,750072
2018-04-16 14:00:00.000000000,2695.085,2695.969,2686.052,2690.862,122350,750072,747878
2018-04-16 21:00:00.000000000,2686.541,2692.541,2676.468,2687.969,172894,747878,721200
2018-04-16 22:00:00.000000000,2687.969,2692.049,2686.371,2687.824,52094,721200,715768
2018-04-16 23:00:00.000000000,2687.824,2690.647,2684.675,2689.921,23180,715768,711176
2018-04-17 09:00:00.000000000,2689.146,2705.246,2687.851,2704.422,128940,711176,706264
2018-04-17 10:00:00.000000000,2704.422,2711.052,2693.921,2695.775,128796,706264,713520
2018-04-17 11:00:00.000000000,2695.775,2702.796,2695.599,2699.374,32750,713520,718688
2018-04-17 13:00:00.000000000,2700.149,2705.1,2696.775,2703.374,46412,718688,725298
2018-04-17 14:00:00.000000000,2703.374,2708.529,2699.353,2707.48,105128,725298,733514
2018-04-17 21:00:00.000000000,2710.224,2746.151,2707.419,2739.88,363960,733514,741622
2018-04-17 22:00:00.000000000,2739.88,2753.185,2734.611,2748.866,130526,741622,745552
2018-04-17 23:00:00.000000000,2748.866,2760.063,2745.383,2754.73,105194,745552,757444
2018-04-18 09:00:00.000000000,2756.628,2762.104,2740.167,2744.336,169200,757444,782106
2018-04-18 10:00:00.000000000,2744.336,2747.282,2737.688,2744.741,76692,782106,797112
2018-04-18 11:00:00.000000000,2744.741,2750.911,2742.323,2749.962,46160,797112,800686
2018-04-18 13:00:00.000000000,2750.754,2764.319,2749.68,2754.7,108920,800686,820076
2018-04-18 14:00:00.000000000,2754.7,2755.585,2744.265,2752.016,128604,820076,821970
2018-04-18 21:00:00.000000000,2761.987,2761.987,2740.599,2742.26,195562,821970,792416
2018-04-18 22:00:00.000000000,2742.26,2742.948,2728.698,2741.417,153844,792416,768406
2018-04-18 23:00:00.000000000,2741.417,2742.352,2735.675,2740.637,26646,768406,763780
2018-04-19 09:00:00.000000000,2741.455,2747.91,2722.182,2728.87,171890,763780,768952
2018-04-19 10:00:00.000000000,2728.87,2735.287,2720.077,2723.309,98988,768952,778182
2018-04-19 11:00:00.000000000,2723.309,2727.103,2718.7,2723.039,57984,778182,778304
2018-04-19 13:00:00.000000000,2723.857,2734.181,2723.857,2731.13,72640,778304,776676
2018-04-19 14:00:00.000000000,2731.13,2738.465,2720.169,2735.983,131266,776676,774602
2018-04-19 21:00:00.000000000,2724.377,2732.751,2717.59,2721.947,135668,774602,762258
2018-04-19 22:00:00.000000000,2721.947,2724.473,2715.264,2721.473,77316,762258,745134
2018-04-19 23:00:00.000000000,2721.473,2726.149,2716.995,2721.72,32748,745134,736424
2018-04-20 09:00:00.000000000,2718.933,2724.665,2691.932,2694.884,264684,736424,734354
2018-04-20 10:00:00.000000000,2694.884,2697.512,2685.417,2686.472,110548,734354,749832
2018-04-20 11:00:00.000000000,2686.472,2693.379,2686.472,2689.163,42912,749832,756368
2018-04-20 13:00:00.000000000,2688.266,2693.688,2672.649,2672.649,140000,756368,781068
2018-04-20 14:00:00.000000000,2672.649,2676.872,2659.41,2664.292,232212,781068,789876
2018-04-20 21:00:00.000000000,2660.347,2668.685,2652.706,2663.27,124668,789876,757952
2018-04-20 22:00:00.000000000,2663.27,2666.968,2658.837,2660.648,48958,757952,744152
2018-04-20 23:00:00.000000000,2660.648,2666.478,2657.083,2664.441,30638,744152,731742
2018-04-23 09:00:00.000000000,2663.573,2682.384,2659.743,2676.327,187490,731742,698750
2018-04-23 10:00:00.000000000,2676.327,2691.853,2674.403,2691.853,105372,698750,696158
2018-04-23 11:00:00.000000000,2691.853,2692.91,2679.383,2685.175,60282,696158,700814
2018-04-23 13:00:00.000000000,2685.175,2689.76,2680.817,2686.949,40838,700814,708516
2018-04-23 14:00:00.000000000,2686.949,2701.325,2686.949,2698.325,171888,708516,713468
2018-04-23 21:00:00.000000000,2686.641,2710.907,2685.704,2710.102,219046,713468,696520
2018-04-23 22:00:00.000000000,2710.102,2719.048,2703.232,2715.433,110640,696520,693578
2018-04-23 23:00:00.000000000,2715.433,2719.18,2707.967,2710.446,61838,693578,691844
2018-04-24 09:00:00.000000000,2711.317,2724.784,2709.382,2717.246,141956,691844,724964
2018-04-24 10:00:00.000000000,2717.246,2730.046,2716.505,2727.183,86112,724964,738206
2018-04-24 11:00:00.000000000,2727.183,2742.932,2723.246,2742.061,69192,738206,752688
2018-04-24 13:00:00.000000000,2742.992,2753.155,2739.307,2739.307,125820,752688,788270
2018-04-24 14:00:00.000000000,2739.307,2741.111,2728.703,2737.501,145306,788270,802150
2018-04-24 21:00:00.000000000,2732.112,2736.948,2724.439,2728.464,115886,802150,785998
2018-04-24 22:00:00.000000000,2728.464,2730.276,2718.714,2723.439,98160,785998,766264
2018-04-24 23:00:00.000000000,2723.439,2723.482,2716.526,2720.337,44218,766264,754446
2018-04-25 09:00:00.000000000,2718.422,2718.422,2703.7,2713.898,151654,754446,728664
2018-04-25 10:00:00.000000000,2713.898,2727.11,2709.524,2723.067,82730,728664,742354
2018-04-25 11:00:00.000000000,2723.067,2731.18,2722.316,2728.13,45770,742354,749970
2018-04-25 13:00:00.000000000,2728.13,2730.009,2684.653,2695.559,227278,749970,765260
2018-04-25 14:00:00.000000000,2695.559,2702.5,2692.945,2693.903,142648,765260,775736
2018-04-25 21:00:00.000000000,2695.284,2701.046,2677.068,2680.067,174888,775736,761234
2018-04-25 22:00:00.000000000,2680.067,2692.556,2677.135,2678.169,142358,761234,738536
2018-04-25 23:00:00.000000000,2678.169,2683.965,2675.407,2679.998,48222,738536,729782
2018-04-26 09:00:00.000000000,2680.896,2693.963,2680.896,2686.203,120462,729782,722700
2018-04-26 10:00:00.000000000,2686.203,2691.406,2681.577,2689.61,56530,722700,725286
2018-04-26 11:00:00.000000000,2689.61,2694.406,2687.508,2690.338,40142,725286,724602
2018-04-26 13:00:00.000000000,2691.237,2691.237,2677.359,2683.12,73430,724602,736272
2018-04-26 14:00:00.000000000,2683.12,2688.256,2673.529,2676.937,100916,736272,745328
2018-04-26 21:00:00.000000000,2672.611,2690.433,2671.706,2687.149,138842,745328,739770
