datetime,KQ.i@SHFE.ru.open,KQ.i@SHFE.ru.high,KQ.i@SHFE.ru.low,KQ.i@SHFE.ru.close,KQ.i@SHFE.ru.volume,KQ.i@SHFE.ru.open_oi,KQ.i@SHFE.ru.close_oi
2018-03-02 14:30:00.000000000,13163.788,13194.098,13157.087,13158.556,9600,569554,568622
2018-03-02 14:45:00.000000000,13158.556,13166.824,13142.107,13161.83,17614,568622,564838
2018-03-02 21:00:00.000000000,13152.461,13361.198,13145.471,13356.456,95034,564838,575962
2018-03-02 21:15:00.000000000,13356.456,13371.942,13325.503,13350.222,51518,575962,580086
2018-03-02 21:30:00.000000000,13350.222,13393.103,13336.486,13371.634,25834,580086,583032
2018-03-02 21:45:00.000000000,13371.634,13390.604,13358.151,13386.364,20160,583032,583768
2018-03-02 22:00:00.000000000,13386.364,13386.364,13346.426,13349.921,18782,583768,583840
2018-03-02 22:15:00.000000000,13349.921,13374.136,13324.201,13360.904,18462,583840,583836
2018-03-02 22:30:00.000000000,13360.904,13365.395,13331.437,13342.672,15642,583836,583702
2018-03-02 22:45:00.000000000,13342.672,13350.166,13248.757,13259.249,50052,583702,569982
2018-03-05 09:00:00.000000000,13297.197,13314.669,13271.965,13289.703,32478,569982,571378
2018-03-05 09:15:00.000000000,13289.703,13320.866,13269.182,13273.924,16110,571378,573564
2018-03-05 09:30:00.000000000,13273.924,13311.125,13270.429,13296.646,14158,573564,573678
2018-03-05 09:45:00.000000000,13296.646,13307.384,13281.916,13294.404,6734,573678,573176
2018-03-05 10:00:00.000000000,13294.404,13304.392,13265.441,13271.185,11246,573176,573396
2018-03-05 10:30:00.000000000,13271.185,13282.42,13249.426,13262.909,16210,573396,573938
2018-03-05 10:45:00.000000000,13262.909,13309.096,13254.672,13292.37,14206,573938,573038
2018-03-05 11:00:00.000000000,13292.37,13302.401,13279.139,13295.368,7144,573038,573630
2018-03-05 11:15:00.000000000,13295.368,13317.088,13292.37,13298.359,10936,573630,573408
2018-03-05 13:30:00.000000000,13297.867,13302.105,13267.913,13282.644,10102,573408,574608
2018-03-05 13:45:00.000000000,13282.644,13286.404,13251.187,13266.428,17608,574608,575888
2018-03-05 14:00:00.000000000,13266.428,13279.911,13237.471,13258.694,22806,575888,575492
2018-03-05 14:15:00.000000000,13258.694,13273.173,13245.211,13264.432,13816,575492,574774
2018-03-05 14:30:00.000000000,13264.432,13267.927,13226.482,13248.427,17402,574774,575746
2018-03-05 14:45:00.000000000,13248.427,13276.609,13245.927,13265.863,21144,575746,571092
2018-03-05 21:00:00.000000000,13252.102,13271.183,13234.651,13249.642,29218,571092,574974
2018-03-05 21:15:00.000000000,13249.642,13313.801,13249.642,13295.41,23968,574974,576352
2018-03-05 21:30:00.000000000,13295.41,13301.699,13269.688,13277.284,9070,576352,577114
2018-03-05 21:45:00.000000000,13277.284,13284.394,13255.731,13283.371,9348,577114,577828
2018-03-05 22:00:00.000000000,13283.371,13294.38,13270.234,13275.228,5472,577828,577998
2018-03-05 22:15:00.000000000,13275.228,13288.364,13271.577,13271.577,4084,577998,578186
2018-03-05 22:30:00.000000000,13271.577,13281.017,13144.918,13161.953,59062,578186,577676
2018-03-05 22:45:00.000000000,13161.953,13185.622,13081.863,13093.418,48064,577676,573010
2018-03-06 09:00:00.000000000,13145.608,13199.781,13139.104,13186.93,45888,573010,574230
2018-03-06 09:15:00.000000000,13186.93,13188.226,13154.574,13154.574,12332,574230,574706
2018-03-06 09:30:00.000000000,13154.574,13174.202,13149.581,13169.209,10370,574706,575038
2018-03-06 09:45:00.000000000,13169.209,13177.353,13150.057,13164.763,6796,575038,575342
2018-03-06 10:00:00.000000000,13164.763,13168.187,13117.664,13129.422,15582,575342,577948
2018-03-06 10:30:00.000000000,13130.718,13152.544,13124.702,13139.135,9062,577948,579200
2018-03-06 10:45:00.000000000,13139.135,13148.371,13130.515,13131.812,6414,579200,579716
2018-03-06 11:00:00.000000000,13131.812,13166.773,13121.825,13163.35,11852,579716,579698
2018-03-06 11:15:00.000000000,13163.35,13179.666,13144.977,13176.242,12416,579698,578810
2018-03-06 13:30:00.000000000,13177.538,13239.582,13174.389,13239.309,31358,578810,578868
2018-03-06 13:45:00.000000000,13239.309,13239.582,13209.606,13211.449,14140,578868,578118
2018-03-06 14:00:00.000000000,13211.449,13238.302,13209.606,13223.597,9650,578118,578496
2018-03-06 14:15:00.000000000,13223.597,13237.756,13209.914,13223.597,8988,578496,577806
2018-03-06 14:30:00.000000000,13223.597,13228.59,13169.975,13179.96,22992,577806,575876
2018-03-06 14:45:00.000000000,13179.96,13183.384,13146.103,13155.077,21896,575876,572630
2018-03-06 21:00:00.000000000,13184.224,13195.405,13155.166,13163.545,25318,572630,577018
2018-03-06 21:15:00.000000000,13163.545,13184.56,13160.158,13164.87,7226,577018,577246
2018-03-06 21:30:00.000000000,13164.87,13169.582,13111.539,13149.696,27592,577246,579440
2018-03-06 21:45:00.000000000,13149.696,13163.068,13125.295,13152.038,9842,579440,578790
2018-03-06 22:00:00.000000000,13152.038,13152.038,13123.639,13146.995,5638,578790,578746
2018-03-06 22:15:00.000000000,13146.995,13173.002,13146.995,13154.638,9658,578746,578242
2018-03-06 22:30:00.000000000,13154.638,13164.343,13123.639,13136.45,8538,578242,578238
2018-03-06 22:45:00.000000000,13136.45,13151.708,13125.244,13149.542,10734,578238,576026
2018-03-07 09:00:00.000000000,13133.063,13189.761,13131.281,13147.76,24744,576026,577474
2018-03-07 09:15:00.000000000,13147.76,13147.76,13065.394,13082.785,49394,577474,584282
2018-03-07 09:30:00.000000000,13082.785,13126.412,13078.838,13105.706,17114,584282,584298
2018-03-07 09:45:00.000000000,13105.706,13109.094,13071.04,13087.623,19238,584298,586804
2018-03-07 10:00:00.000000000,13087.623,13119.358,13084.973,13109.381,11326,586804,585602
2018-03-07 10:30:00.000000000,13109.381,13152.379,13100.44,13147.106,15948,585602,585700
2018-03-07 10:45:00.000000000,13147.106,13150.214,13124.691,13134.191,12178,585700,585640
2018-03-07 11:00:00.000000000,13134.191,13164.91,13128.919,13139.744,14174,585640,585790
2018-03-07 11:15:00.000000000,13139.744,13155.767,13134.191,13138.522,6020,585790,585058
2018-03-07 13:30:00.000000000,13138.522,13151.895,13052.956,13071.279,40622,585058,585826
2018-03-07 13:45:00.000000000,13071.279,13088.08,13064.226,13086.475,15144,585826,587496
2018-03-07 14:00:00.000000000,13086.475,13121.701,13078.375,13101.766,15674,587496,585978
2018-03-07 14:15:00.000000000,13101.766,13111.75,13083.682,13105.433,10258,585978,586452
2018-03-07 14:30:00.000000000,13105.433,13111.75,13077.364,13095.168,9570,586452,586818
2018-03-07 14:45:00.000000000,13095.168,13109.024,13082.562,13099.31,16578,586818,583194
2018-03-07 21:00:00.000000000,13073.688,13097.013,12999.594,13043.653,66818,583194,587256
2018-03-07 21:15:00.000000000,13043.653,13061.697,13039.724,13047.582,9874,587256,587116
2018-03-07 21:30:00.000000000,13047.582,13076.979,13035.596,13066.703,11814,587116,587496
2018-03-07 21:45:00.000000000,13066.703,13111.066,13060.286,13088.028,19084,587496,587442
2018-03-07 22:00:00.000000000,13088.028,13105.311,13078.633,13101.958,10318,587442,586396
2018-03-07 22:15:00.000000000,13101.958,13149.385,13098.605,13114.451,24340,586396,585066
2018-03-07 22:30:00.000000000,13114.451,13127.79,13105.041,13122.508,6492,585066,584562
2018-03-07 22:45:00.000000000,13122.508,13133.271,13104.464,13119.643,10206,584562,582314
2018-03-08 09:00:00.000000000,13118.579,13125.284,13080.851,13101.68,18134,582314,583086
2018-03-08 09:15:00.000000000,13101.68,13261.83,13098.327,13234.377,86736,583086,589938
2018-03-08 09:30:00.000000000,13234.377,13245.786,13216.168,13231.632,24980,589938,589720
2018-03-08 09:45:00.000000000,13231.632,13242.555,13203.967,13203.967,16278,589720,590614
2018-03-08 10:00:00.000000000,13203.967,13217.252,13192.913,13217.252,14374,590614,588966
2018-03-08 10:30:00.000000000,13217.252,13223.957,13201.483,13202.829,5936,588966,588934
2018-03-08 10:45:00.000000000,13202.829,13222.809,13202.829,13215.883,4850,588934,589362
2018-03-08 11:00:00.000000000,13215.883,13215.883,13182.251,13182.251,11084,589362,588710
2018-03-08 11:15:00.000000000,13182.251,13203.566,13168.613,13203.566,12392,588710,586048
2018-03-08 13:30:00.000000000,13203.566,13203.566,13107.719,13115.904,45024,586048,584968
2018-03-08 13:45:00.000000000,13115.904,13125.844,13080.128,13093.108,30738,584968,582716
2018-03-08 14:00:00.000000000,13093.108,13137.747,13088.115,13132.753,20938,582716,582096
2018-03-08 14:15:00.000000000,13132.753,13156.566,13118.837,13128.801,16336,582096,582018
2018-03-08 14:30:00.000000000,13128.801,13156.813,13124.096,13140.481,14238,582018,582574
2018-03-08 14:45:00.000000000,13140.481,13151.55,13126.583,13142.977,19186,582574,578396
2018-03-08 21:00:00.000000000,13132.414,13257.438,13118.814,13241.091,65602,578396,586988
2018-03-08 21:15:00.000000000,13241.091,13242.757,13208.986,13218.677,24106,586988,587336
2018-03-08 21:30:00.000000000,13218.677,13229.74,13199.005,13205.384,13504,587336,587814
2018-03-08 21:45:00.000000000,13205.384,13212.034,13159.063,13180.693,25638,587814,587504
2018-03-08 22:00:00.000000000,13180.693,13196.251,13166.596,13184.895,10878,587504,586868
2018-03-08 22:15:00.000000000,13184.895,13208.185,13184.895,13196.251,11598,586868,586886
2018-03-08 22:30:00.000000000,13196.251,13200.95,13150.532,13163.56,16936,586886,585718
2018-03-08 22:45:00.000000000,13163.56,13194.588,13154.161,13168.259,13854,585718,581708
2018-03-09 09:00:00.000000000,13178.532,13277.495,13178.532,13241.559,48722,581708,587344
2018-03-09 09:15:00.000000000,13241.559,13247.635,13217.981,13231.293,18020,587344,586594
2018-03-09 09:30:00.000000000,13231.293,13237.991,13207.724,13214.375,11316,586594,585550
2018-03-09 09:45:00.000000000,13214.375,13229.056,13130.679,13133.712,31114,585550,585312
2018-03-09 10:00:00.000000000,13133.712,13163.367,13015.68,13017.053,66886,585312,586720
2018-03-09 10:30:00.000000000,13015.68,13015.68,12880.622,12975.557,98732,586720,591780
2018-03-09 10:45:00.000000000,12975.557,12989.064,12943.36,12948.06,27456,591780,594892
2018-03-09 11:00:00.000000000,12948.06,12948.06,12852.018,12883.046,68264,594892,597302
2018-03-09 11:15:00.000000000,12883.046,12914.339,12798.737,12878.027,60524,597302,594948
2018-03-09 13:30:00.000000000,12892.709,12925.688,12864.522,12924.313,26064,594948,596172
2018-03-09 13:45:00.000000000,12924.313,12940.96,12900.514,12909.912,15954,596172,595304
2018-03-09 14:00:00.000000000,12909.912,12923.218,12879.764,12889.162,16726,595304,596234
2018-03-09 14:15:00.000000000,12889.162,12909.91,12867.027,12888.065,17220,596234,596760
2018-03-09 14:30:00.000000000,12888.065,12904.99,12865.061,12878.66,16674,596760,597168
2018-03-09 14:45:00.000000000,12878.66,12897.743,12855.367,12862.018,31048,597168,590834
2018-03-09 21:00:00.000000000,12910.798,12926.804,12893.008,12901.065,26306,590834,593490
2018-03-09 21:15:00.000000000,12901.065,12907.695,12878.32,12895.789,14550,593490,595530
2018-03-09 21:30:00.000000000,12895.789,12916.286,12891.369,12903.846,9624,595530,595976
2018-03-09 21:45:00.000000000,12903.846,12904.666,12863.385,12870.585,9090,595976,597124
2018-03-09 22:00:00.000000000,12870.585,12875.291,12814.331,12852.298,37054,597124,600852
2018-03-09 22:15:00.000000000,12852.298,12893.047,12852.298,12878.359,15102,600852,600292
2018-03-09 22:30:00.000000000,12878.359,12919.355,12875.045,12886.951,11574,600292,598790
2018-03-09 22:45:00.000000000,12886.951,12926.521,12873.369,12917.11,19392,598790,592902
2018-03-12 09:00:00.000000000,12968.99,13007.604,12948.572,12955.753,50350,592902,592756
2018-03-12 09:15:00.000000000,12955.753,12977.087,12941.33,12949.958,15468,592756,593286
2018-03-12 09:30:00.000000000,12949.958,12969.356,12947.997,12959.944,12198,593286,593596
2018-03-12 09:45:00.000000000,12959.944,12977.377,12949.157,12952.472,10046,593596,594404
2018-03-12 10:00:00.000000000,12952.472,12971.857,12914.221,12960.771,23826,594404,594562
2018-03-12 10:30:00.000000000,12960.485,12965.191,12900.303,12928.608,19084,594562,594490
2018-03-12 10:45:00.000000000,12928.608,13023.444,12922.228,13005.156,33142,594490,594896
2018-03-12 11:00:00.000000000,13005.156,13009.862,12965.761,12974.338,14656,594896,593394
2018-03-12 11:15:00.000000000,12974.338,12982.358,12942.767,12961.625,12442,593394,592888
2018-03-12 13:30:00.000000000,12961.625,12978.789,12955.796,12960.786,9110,592888,593736
2018-03-12 13:45:00.000000000,12960.786,12969.095,12937.223,12965.495,9886,593736,594172
2018-03-12 14:00:00.000000000,12965.495,12966.849,12922.242,12941.386,14414,594172,594020
2018-03-12 14:15:00.000000000,12941.386,12965.199,12927.804,12949.656,10290,594020,593800
2018-03-12 14:30:00.000000000,12949.656,12955.752,12930.823,12940.234,10884,593800,593414
2018-03-12 14:45:00.000000000,12940.234,12942.158,12878.206,12931.964,32240,593414,589964
2018-03-12 21:00:00.000000000,12935.886,12981.094,12927.324,12960.273,30394,589964,593608
2018-03-12 21:15:00.000000000,12960.273,12984.371,12955.836,12965.824,12856,593608,594518
2018-03-12 21:30:00.000000000,12965.824,12974.095,12955.836,12961.966,6250,594518,594848
2018-03-12 21:45:00.000000000,12961.966,12965.243,12926.455,12929.731,9784,594848,594826
2018-03-12 22:00:00.000000000,12929.731,12954.678,12926.164,12951.401,5402,594826,594964
2018-03-12 22:15:00.000000000,12951.401,12968.523,12943.845,12955.259,5656,594964,594518
2018-03-12 22:30:00.000000000,12955.259,12973.518,12950.847,12954.123,6964,594518,594468
2018-03-12 22:45:00.000000000,12954.123,12967.097,12938.006,12963.82,7858,594468,592110
2018-03-13 09:00:00.000000000,12967.097,12973.228,12914.729,12939.987,23750,592110,596030
2018-03-13 09:15:00.000000000,12939.987,12941.257,12882.07,12912.14,33530,596030,598788
2018-03-13 09:30:00.000000000,12912.14,12939.671,12905.296,12929.974,8980,598788,597774
2018-03-13 09:45:00.000000000,12929.974,12941.231,12918.27,12926.54,6984,597774,597710
2018-03-13 10:00:00.000000000,12926.54,12931.534,12906.274,12915.945,7674,597710,597628
2018-03-13 10:30:00.000000000,12917.796,12919.223,12870.705,12880.111,20460,597628,600696
2018-03-13 10:45:00.000000000,12880.111,12916.516,12846.872,12900.974,25730,600696,601824
2018-03-13 11:00:00.000000000,12900.974,12905.677,12872.062,12872.352,11030,601824,601616
2018-03-13 11:15:00.000000000,12872.352,12900.598,12866.223,12881.446,14048,601616,600946
2018-03-13 13:30:00.000000000,12884.299,12903.246,12879.994,12884.988,14498,600946,601680
2018-03-13 13:45:00.000000000,12884.988,12894.686,12875.001,12881.13,6336,601680,602092
2018-03-13 14:00:00.000000000,12881.13,12892.123,12871.459,12872.886,8336,602092,602860
2018-03-13 14:15:00.000000000,12872.886,12945.546,12868.183,12943.553,27274,602860,600734
2018-03-13 14:30:00.000000000,12943.553,12958.534,12919.165,12925.875,17168,600734,600510
2018-03-13 14:45:00.000000000,12925.875,12929.733,12909.759,12928.017,15936,600510,597720
2018-03-13 21:00:00.000000000,12961.177,12961.797,12924.744,12930.868,20200,597720,600702
2018-03-13 21:15:00.000000000,12930.868,12937.658,12919.441,12924.124,8558,600702,601242
2018-03-13 21:30:00.000000000,12924.124,12947.021,12924.124,12934.427,7870,601242,601876
2018-03-13 21:45:00.000000000,12934.427,12983.728,12926.194,12964.379,25112,601876,601732
2018-03-13 22:00:00.000000000,12964.379,12999.324,12956.768,12983.216,19896,601732,599688
2018-03-13 22:15:00.000000000,12983.216,13081.068,12960.008,13076.077,56906,599688,600172
2018-03-13 22:30:00.000000000,13076.077,13110.137,13053.488,13080.184,52688,600172,601944
2018-03-13 22:45:00.000000000,13080.184,13083.424,13035.766,13047.512,23690,601944,595072
2018-03-14 09:00:00.000000000,13048.954,13055.434,12995.285,13017.853,35008,595072,593448
2018-03-14 09:15:00.000000000,13017.853,13034.938,13004.318,13018.163,13284,593448,594538
2018-03-14 09:30:00.000000000,13018.163,13033.961,13007.047,13019.604,10574,594538,594038
2018-03-14 09:45:00.000000000,13019.604,13027.526,12963.468,12974.63,21328,594038,594024
2018-03-14 10:00:00.000000000,12974.63,12987.297,12957.344,12977.313,15818,594024,595012
2018-03-14 10:30:00.000000000,12981.994,12992.6,12967.639,12992.6,7448,595012,595880
2018-03-14 10:45:00.000000000,12992.6,12994.041,12978.243,12981.483,4960,595880,596142
2018-03-14 11:00:00.000000000,12981.483,13050.132,12978.243,13050.132,25716,596142,595756
2018-03-14 11:15:00.000000000,13050.132,13059.524,13025.792,13056.633,17594,595756,595790
2018-03-14 13:30:00.000000000,13069.237,13083.621,13037.855,13051.901,29786,595790,596642
2018-03-14 13:45:00.000000000,13051.901,13056.072,13031.111,13035.173,11332,596642,595944
2018-03-14 14:00:00.000000000,13035.173,13042.802,13017.531,13028.14,10312,595944,595524
2018-03-14 14:15:00.000000000,13028.14,13044.266,13027.829,13036.344,5340,595524,595430
2018-03-14 14:30:00.000000000,13036.344,13046.063,12981.227,12998.822,25170,595430,595648
2018-03-14 14:45:00.000000000,12998.822,13011.426,12977.986,13008.077,23370,595648,591988
2018-03-14 21:00:00.000000000,13035.799,13062.19,13023.696,13043.672,23088,591988,593832
2018-03-14 21:15:00.000000000,13043.672,13058.618,13025.118,13031.861,11216,593832,595040
2018-03-14 21:30:00.000000000,13031.861,13038.313,13020.124,13025.921,9232,595040,595712
2018-03-14 21:45:00.000000000,13025.921,13046.844,13008.678,13008.678,7878,595712,595630
2018-03-14 22:00:00.000000000,13008.678,13024.754,12997.597,13020.927,17508,595630,596322
2018-03-14 22:15:00.000000000,13020.927,13020.927,12988.702,13007.694,8744,596322,596294
2018-03-14 22:30:00.000000000,13007.694,13007.694,12982.396,12990.16,10830,596294,597874
2018-03-14 22:45:00.000000000,12990.16,13001.717,12957.099,12957.099,19456,597874,596024
2018-03-15 09:00:00.000000000,12953.235,12985.897,12928.594,12976.238,33256,596024,595792
2018-03-15 09:15:00.000000000,12976.238,13002.629,12966.905,12980.757,17686,595792,594600
2018-03-15 09:30:00.000000000,12980.757,12996.512,12980.399,12990.846,7138,594600,595546
2018-03-15 09:45:00.000000000,12990.846,12995.823,12976.488,12976.488,6386,595546,595794
2018-03-15 10:00:00.000000000,12976.488,13047.973,12976.488,13028.652,33708,595794,595988
2018-03-15 10:30:00.000000000,13028.652,13050.05,13015.42,13050.05,11742,595988,597998
2018-03-15 10:45:00.000000000,13050.05,13072.904,13028.323,13039.769,29380,597998,599842
2018-03-15 11:00:00.000000000,13039.769,13056.173,13038.639,13046.513,10808,599842,601890
2018-03-15 11:15:00.000000000,13046.513,13061.167,13015.127,13021.907,19440,601890,600286
2018-03-15 13:30:00.000000000,13020.157,13026.573,12965.069,12983.588,26336,600286,599772
2018-03-15 13:45:00.000000000,12983.588,13001.275,12979.724,13000.146,10606,599772,599344
2018-03-15 14:00:00.000000000,13000.146,13031.685,12991.943,13023.115,16020,599344,599754
2018-03-15 14:15:00.000000000,13023.115,13032.774,13007.616,13018.916,12616,599754,600160
2018-03-15 14:30:00.000000000,13018.916,13042.428,13018.916,13034.734,15606,600160,601874
2018-03-15 14:45:00.000000000,13034.734,13052.958,13022.309,13033.755,20536,601874,599784
2018-03-15 21:00:00.000000000,13010.863,13096.34,12997.437,13082.107,55694,599784,610656
2018-03-15 21:15:00.000000000,13082.107,13088.229,12974.346,12987.85,57466,610656,608054
2018-03-15 21:30:00.000000000,12987.85,13002.132,12939.703,12971.435,31086,608054,608876
2018-03-15 21:45:00.000000000,12971.435,12992.018,12963.623,12974.918,11154,608876,609232
2018-03-15 22:00:00.000000000,12974.918,12984.539,12968.431,12971.027,6316,609232,610368
2018-03-15 22:15:00.000000000,12971.027,12979.81,12948.877,12975.165,15256,610368,611304
2018-03-15 22:30:00.000000000,12975.165,12980.158,12943.513,12943.513,11690,611304,613084
2018-03-15 22:45:00.000000000,12943.513,12972.098,12941.687,12948.898,17076,613084,611228
2018-03-16 09:00:00.000000000,12949.248,12965.644,12853.211,12861.371,71976,611228,626266
2018-03-16 09:15:00.000000000,12861.371,12880.997,12763.585,12797.067,89264,626266,642160
2018-03-16 09:30:00.000000000,12797.067,12818.17,12786.439,12803.538,24394,642160,644370
2018-03-16 09:45:00.000000000,12803.538,12840.531,12786.439,12829.437,26888,644370,644998
2018-03-16 10:00:00.000000000,12829.437,12850.967,12817.41,12824.905,15590,644998,644332
2018-03-16 10:30:00.000000000,12820.262,12836.89,12808.019,12827.522,13264,644332,646204
2018-03-16 10:45:00.000000000,12827.522,12838.276,12814.785,12815.126,13948,646204,647448
2018-03-16 11:00:00.000000000,12815.126,12825.405,12781.715,12810.382,28498,647448,649726
2018-03-16 11:15:00.000000000,12810.382,12821.36,12786.463,12796.663,19712,649726,650004
2018-03-16 13:30:00.000000000,12796.663,12841.955,12791.319,12832.104,20182,650004,649312
2018-03-16 13:45:00.000000000,12832.104,12839.566,12810.439,12817.92,12498,649312,648988
2018-03-16 14:00:00.000000000,12817.92,12827.477,12799.69,12811.505,10088,648988,649588
2018-03-16 14:15:00.000000000,12811.505,12823.881,12784.418,12809.036,22050,649588,650600
2018-03-16 14:30:00.000000000,12809.036,12830.002,12783.991,12811.777,24196,650600,649834
2018-03-16 14:45:00.000000000,12811.777,12849.201,12808.61,12835.697,34258,649834,639316
2018-03-16 21:00:00.000000000,12843.482,12880.402,12814.872,12827.324,34808,639316,639160
2018-03-16 21:15:00.000000000,12827.324,12835.828,12796.036,12816.645,15672,639160,639910
2018-03-16 21:30:00.000000000,12816.645,12830.281,12812.142,12825.986,7794,639910,640460
2018-03-16 21:45:00.000000000,12825.986,12829.15,12800.68,12814.176,8014,640460,640922
2018-03-16 22:00:00.000000000,12814.176,12823.463,12789.707,12797.863,7588,640922,641584
2018-03-16 22:15:00.000000000,12797.863,12807.498,12770.415,12800.006,19518,641584,643194
2018-03-16 22:30:00.000000000,12800.006,12819.188,12798.527,12805.892,6696,643194,642362
2018-03-16 22:45:00.000000000,12805.892,12815.2,12786.295,12786.295,9474,642362,639288
2018-03-19 09:00:00.000000000,12783.13,12796.985,12685.537,12728.145,67772,639288,643700
2018-03-19 09:15:00.000000000,12728.145,12732.875,12688.523,12712.823,29090,643700,645016
2018-03-19 09:30:00.000000000,12712.823,12743.961,12705.362,12730.031,14002,645016,645038
2018-03-19 09:45:00.000000000,12730.031,12744.313,12720.052,12739.308,9448,645038,645914
2018-03-19 10:00:00.000000000,12739.308,12760.96,12727.419,12735.924,13078,645914,646556
2018-03-19 10:30:00.000000000,12735.924,12752.029,12724.603,12729.105,8412,646556,646422
2018-03-19 10:45:00.000000000,12729.105,12740.219,12705.712,12717.033,8926,646422,646716
2018-03-19 11:00:00.000000000,12717.033,12792.251,12687.209,12774.111,32710,646716,644694
2018-03-19 11:15:00.000000000,12774.111,12807.226,12761.66,12790.772,23154,644694,643384
2018-03-19 13:30:00.000000000,12790.424,12790.424,12770.515,12778.651,12232,643384,643528
2018-03-19 13:45:00.000000000,12778.651,12793.277,12764.807,12790.382,7862,643528,644442
2018-03-19 14:00:00.000000000,12790.382,12799.321,12768.589,12781.529,8510,644442,645822
2018-03-19 14:15:00.000000000,12781.529,12818.939,12771.547,12800.018,20186,645822,645100
2018-03-19 14:30:00.000000000,12800.018,12803.182,12770.764,12782.226,12694,645100,644476
2018-03-19 14:45:00.000000000,12782.226,12785.391,12751.635,12759.826,23014,644476,640740
2018-03-19 21:00:00.000000000,12782.372,12815.915,12782.372,12792.549,23958,640740,643696
2018-03-19 21:15:00.000000000,12792.549,12811.817,12789.78,12805.575,9848,643696,645160
2018-03-19 21:30:00.000000000,12805.575,12809.049,12786.316,12788.188,6716,645160,644966
2018-03-19 21:45:00.000000000,12788.188,12804.412,12786.311,12794.777,5740,644966,644802
2018-03-19 22:00:00.000000000,12794.777,12795.944,12778.196,12786.311,5568,644802,644508
2018-03-19 22:15:00.000000000,12786.311,12792.905,12765.068,12769.709,8762,644508,645106
2018-03-19 22:30:00.000000000,12769.709,12783.984,12766.588,12774.35,5670,645106,645024
2018-03-19 22:45:00.000000000,12774.35,12780.511,12684.685,12686.205,24412,645024,644842
2018-03-20 09:00:00.000000000,12684.685,12725.719,12671.322,12689.967,39842,644842,648998
2018-03-20 09:15:00.000000000,12689.967,12700.306,12572.585,12612.206,70790,648998,654126
2018-03-20 09:30:00.000000000,12612.206,12635.328,12582.245,12620.701,33844,654126,655568
2018-03-20 09:45:00.000000000,12620.701,12634.976,12598.312,12606.778,14146,655568,657080
2018-03-20 10:00:00.000000000,12606.778,12616.413,12575.108,12575.471,20532,657080,658682
2018-03-20 10:30:00.000000000,12573.951,12580.442,12529.671,12570.809,38770,658682,662210
2018-03-20 10:45:00.000000000,12570.809,12578.914,12528.427,12533.068,24638,662210,664722
2018-03-20 11:00:00.000000000,12533.068,12567.045,12531.548,12542.702,14412,664722,665594
2018-03-20 11:15:00.000000000,12542.702,12555.81,12366.916,12430.148,116600,665594,671964
2018-03-20 13:30:00.000000000,12428.738,12478.263,12422.849,12456.526,43420,671964,672228
2018-03-20 13:45:00.000000000,12456.526,12470.801,12414.459,12419.1,22644,672228,674590
2018-03-20 14:00:00.000000000,12419.1,12463.68,12419.1,12446.265,22428,674590,675864
2018-03-20 14:15:00.000000000,12446.265,12519.483,12445.098,12474.353,36480,675864,671404
2018-03-20 14:30:00.000000000,12474.353,12483.172,12456.604,12466.238,13120,671404,671050
2018-03-20 14:45:00.000000000,12466.238,12530.366,12456.957,12509.931,38622,671050,660096
2018-03-20 21:00:00.000000000,12520.646,12527.256,12465.503,12467.105,38332,660096,666244
2018-03-20 21:15:00.000000000,12467.105,12511.443,12465.841,12511.443,13154,666244,666334
2018-03-20 21:30:00.000000000,12511.443,12516.271,12487.487,12489.09,13460,666334,665826
2018-03-20 21:45:00.000000000,12489.09,12496.796,12463.283,12470.552,13406,665826,665958
2018-03-20 22:00:00.000000000,12470.552,12491.445,12444.483,12474.868,16340,665958,666104
2018-03-20 22:15:00.000000000,12474.868,12488.394,12464.111,12478.411,8056,666104,665972
2018-03-20 22:30:00.000000000,12478.411,12502.439,12475.359,12493.131,9386,665972,665098
2018-03-20 22:45:00.000000000,12493.131,12503.298,12480.435,12497.545,12104,665098,661528
2018-03-21 09:00:00.000000000,12502.536,12542.567,12493.565,12538.986,26988,661528,663948
2018-03-21 09:15:00.000000000,12538.986,12543.978,12503.609,12514.367,12652,663948,664018
2018-03-21 09:30:00.000000000,12514.367,12520.961,12481.359,12496.334,11494,664018,664012
2018-03-21 09:45:00.000000000,12496.334,12506.653,12477.717,12488.63,9026,664012,665092
2018-03-21 10:00:00.000000000,12488.63,12501.48,12484.903,12491.16,9220,665092,665126
2018-03-21 10:30:00.000000000,12492.763,12498.091,12463.783,12474.104,14122,665126,666338
2018-03-21 10:45:00.000000000,12474.104,12485.194,12447.349,12452.003,17278,666338,668230
2018-03-21 11:00:00.000000000,12452.003,12473.08,12444.972,12465.724,14296,668230,668748
2018-03-21 11:15:00.000000000,12465.724,12473.425,12431.78,12444.47,18228,668748,668488
2018-03-21 13:30:00.000000000,12446.072,12450.902,12415.525,12441.257,21156,668488,669900
2018-03-21 13:45:00.000000000,12441.257,12441.257,12395.555,12401.623,16328,669900,670980
2018-03-21 14:00:00.000000000,12401.623,12440.388,12401.623,12440.388,17490,670980,671872
2018-03-21 14:15:00.000000000,12440.388,12463.559,12429.631,12452.901,16184,671872,669972
2018-03-21 14:30:00.000000000,12452.901,12452.901,12412.553,12420.596,14294,669972,670762
2018-03-21 14:45:00.000000000,12420.596,12435.232,12393.492,12406.525,26858,670762,668870
