datetime,KQ.i@SHFE.ni.open,KQ.i@SHFE.ni.high,KQ.i@SHFE.ni.low,KQ.i@SHFE.ni.close,KQ.i@SHFE.ni.volume,KQ.i@SHFE.ni.open_oi,KQ.i@SHFE.ni.close_oi
2018-03-28 11:00:00.000000000,97265.937,97271.281,96824.164,97009.555,65628,735932,736770
2018-03-28 13:30:00.000000000,96965.531,96965.531,96565.758,96665.875,92490,736770,742196
2018-03-28 14:00:00.000000000,96665.875,96799.594,96478.406,96619.344,69898,742196,745948
2018-03-28 14:30:00.000000000,96619.344,96740.172,96529.328,96550.5,84360,745948,744926
2018-03-28 21:00:00.000000000,97045.531,97334.469,96785.172,96871.289,209940,744926,735442
2018-03-28 21:30:00.000000000,96871.289,97069.844,96598.617,97039.18,117166,735442,734786
2018-03-28 22:00:00.000000000,97039.18,97146.734,96782.492,96828.789,93550,734786,734468
2018-03-28 22:30:00.000000000,96828.789,97170.086,96791.578,97042.203,97524,734468,734368
2018-03-28 23:00:00.000000000,97042.203,97207.398,96928.914,97122.82,86476,734368,736852
2018-03-28 23:30:00.000000000,97122.82,97450.086,96927.867,97309.836,86544,736852,737456
2018-03-29 00:00:00.000000000,97309.836,97333.266,96975.117,97017.672,59752,737456,732970
2018-03-29 00:30:00.000000000,97017.672,97081.164,96724.5,96855.156,53268,732970,727502
2018-03-29 09:00:00.000000000,96917.953,97140.93,96917.953,97074.789,98744,727502,729366
2018-03-29 09:30:00.000000000,97074.789,97111.977,96587.555,96741.93,101132,729366,735488
2018-03-29 10:00:00.000000000,96741.93,96795.156,96682.898,96725.852,24114,735488,736264
2018-03-29 10:30:00.000000000,96710.664,97096.945,96660.664,97061.977,78324,736264,731498
2018-03-29 11:00:00.000000000,97061.977,97118.023,96871.383,97038.344,64900,731498,729094
2018-03-29 13:30:00.000000000,97064.008,98089.469,96909.68,97820.93,183760,729094,730560
2018-03-29 14:00:00.000000000,97820.93,98103.492,97724.687,97987.609,99718,730560,736656
2018-03-29 14:30:00.000000000,97987.609,98771.867,97879.281,98757.133,204542,736656,735568
2018-03-29 21:00:00.000000000,98821.195,99209.664,98452.953,98622.258,190774,735568,731322
2018-03-29 21:30:00.000000000,98622.258,98805.273,98472.828,98482.523,89168,731322,730328
2018-03-29 22:00:00.000000000,98482.523,98634.305,98265.016,98594.594,87596,730328,727324
2018-03-29 22:30:00.000000000,98594.594,98662.281,98361.609,98500.305,72578,727324,726416
2018-03-29 23:00:00.000000000,98500.305,99022.414,98490.359,98535.273,117278,726416,727200
2018-03-29 23:30:00.000000000,98535.273,98569.852,98173.273,98434.641,89234,727200,730366
2018-03-30 00:00:00.000000000,98434.641,98796.687,98434.641,98634.359,41978,730366,729568
2018-03-30 00:30:00.000000000,98634.359,98804.43,98490.516,98714.703,46130,729568,721270
2018-03-30 09:00:00.000000000,98791.547,98868.375,98433.5,98549.703,92262,721270,718320
2018-03-30 09:30:00.000000000,98549.703,98767.398,98522.477,98734.641,60112,718320,716742
2018-03-30 10:00:00.000000000,98734.641,98806.68,98614.969,98705.992,21880,716742,716044
2018-03-30 10:30:00.000000000,98705.992,99400.586,98583.734,99250.227,98848,716044,716858
2018-03-30 11:00:00.000000000,99250.227,99506.969,99176.133,99341.031,114072,716858,719434
2018-03-30 13:30:00.000000000,99354.914,99823.281,99354.914,99542.891,130410,719434,715832
2018-03-30 14:00:00.000000000,99542.891,99625.516,99383.68,99583.641,68092,715832,712696
2018-03-30 14:30:00.000000000,99583.641,99829.922,99517.062,99764.422,97956,712696,704360
2018-03-30 21:00:00.000000000,99639.492,100041.273,99513.555,99758.781,115198,704360,706284
2018-03-30 21:30:00.000000000,99758.781,100169.523,99667.664,100057.437,99664,706284,708184
2018-03-30 22:00:00.000000000,100057.437,100251.125,99892.211,100188.727,75460,708184,707360
2018-03-30 22:30:00.000000000,100188.727,100443.398,99953.672,100416.969,102718,707360,709652
2018-03-30 23:00:00.000000000,100416.969,101631.586,100313.617,101465.031,238710,709652,712124
2018-03-30 23:30:00.000000000,101465.031,101903.609,101327.961,101589.133,194016,712124,720974
2018-03-31 00:00:00.000000000,101589.133,101780.969,101501.711,101689.891,64642,720974,719558
2018-03-31 00:30:00.000000000,101689.891,101753.789,101283.633,101367.102,79600,719558,705554
2018-04-02 09:00:00.000000000,101353.461,101360.227,100498.812,100662.719,180932,705554,694032
2018-04-02 09:30:00.000000000,100662.719,100814.508,100564.156,100724.344,58244,694032,690886
2018-04-02 10:00:00.000000000,100724.344,100748.805,100167.156,100314.133,62018,690886,686878
2018-04-02 10:30:00.000000000,100334.484,100514.805,100106.648,100395.844,65654,686878,684966
2018-04-02 11:00:00.000000000,100395.844,100660.937,100364.93,100463.508,43168,684966,682588
2018-04-02 13:30:00.000000000,100449.766,100503.648,100237.875,100496.625,59410,682588,684912
2018-04-02 14:00:00.000000000,100496.625,100561.398,100361.055,100554.68,52290,684912,685450
2018-04-02 14:30:00.000000000,100554.68,100891.492,100451.516,100458.227,100316,685450,679448
2018-04-02 21:00:00.000000000,100511.797,100675.977,100285.242,100347.484,93772,679448,684090
2018-04-02 21:30:00.000000000,100347.484,100744.344,100347.484,100703.906,75728,684090,682816
2018-04-02 22:00:00.000000000,100703.906,101099.203,100505.086,101050.102,102738,682816,682398
2018-04-02 22:30:00.000000000,101050.102,101075.133,100820.703,100931.523,81178,682398,681552
2018-04-02 23:00:00.000000000,100931.523,100994.133,100372.844,100488.023,93774,681552,682528
2018-04-02 23:30:00.000000000,100488.023,100567.648,99919.203,100163.617,105242,682528,679894
2018-04-03 00:00:00.000000000,100163.617,100182.266,100081.477,100160.602,25200,679894,679858
2018-04-03 00:30:00.000000000,100160.602,100351.508,100091.57,100144.914,44766,679858,671338
2018-04-03 09:00:00.000000000,100237.273,100545.344,99721.57,99762.109,149724,671338,666694
2018-04-03 09:30:00.000000000,99762.109,100795.117,99725.422,100719.937,135454,666694,666486
2018-04-03 10:00:00.000000000,100719.937,100719.937,100420.703,100533.859,43032,666486,666090
2018-04-03 10:30:00.000000000,100535.008,100957.133,100454.367,100930.406,86590,666090,671456
2018-04-03 11:00:00.000000000,100930.406,100935.836,100474.43,100583.859,74560,671456,667824
2018-04-03 13:30:00.000000000,100583.078,100593.289,100218.477,100301.508,76744,667824,668120
2018-04-03 14:00:00.000000000,100301.508,100638.992,100271.695,100526.477,73690,668120,672040
2018-04-03 14:30:00.000000000,100526.477,100852.852,100526.477,100764.664,108104,672040,672190
2018-04-03 21:00:00.000000000,101090.633,101272.227,100503.273,100570.039,129178,672190,676842
2018-04-03 21:30:00.000000000,100570.039,100825.023,100363.844,100483.234,118352,676842,672834
2018-04-03 22:00:00.000000000,100483.234,100679.406,100293.875,100490.258,94610,672834,672500
2018-04-03 22:30:00.000000000,100490.258,100619.93,100428.211,100577.922,73714,672500,672448
2018-04-03 23:00:00.000000000,100577.922,100744.961,100543.336,100670.812,68102,672448,671824
2018-04-03 23:30:00.000000000,100670.812,100675.75,100320.281,100352.469,60418,671824,673426
2018-04-04 00:00:00.000000000,100352.469,100448.203,100218.266,100421.141,42190,673426,672528
2018-04-04 00:30:00.000000000,100421.141,100607.117,100416.203,100505.5,28772,672528,664502
2018-04-04 09:00:00.000000000,100514.797,100514.797,100125.891,100327.727,107576,664502,661690
2018-04-04 09:30:00.000000000,100327.727,100420.047,100096.391,100168.148,61274,661690,664114
2018-04-04 10:00:00.000000000,100168.148,100395.727,100118.125,100331.117,25658,664114,663282
2018-04-04 10:30:00.000000000,100333.852,100735.719,100288.594,100630.242,69932,663282,665284
2018-04-04 11:00:00.000000000,100630.242,100787.281,100548.203,100675.609,64446,665284,666064
2018-04-04 13:30:00.000000000,100658.125,100658.125,100181.32,100270.742,108422,666064,663492
2018-04-04 14:00:00.000000000,100270.742,100425.625,100179.18,100255.687,87534,663492,661384
2018-04-04 14:30:00.000000000,100255.687,100592.25,100253.43,100361.469,87676,661384,650480
2018-04-09 09:00:00.000000000,99892.0,100353.133,98895.43,98982.578,249936,650480,649204
2018-04-09 09:30:00.000000000,98982.578,99045.969,98297.227,98485.156,137852,649204,649368
2018-04-09 10:00:00.000000000,98485.156,98534.859,97990.852,98096.492,70570,649368,650818
2018-04-09 10:30:00.000000000,98133.977,98637.242,98123.586,98466.148,99476,650818,647598
2018-04-09 11:00:00.000000000,98466.148,98712.672,98389.914,98526.352,65834,647598,645046
2018-04-09 13:30:00.000000000,98508.75,98939.062,98472.266,98526.937,94282,645046,648336
2018-04-09 14:00:00.000000000,98526.937,98807.094,98391.578,98769.008,69024,648336,651110
2018-04-09 14:30:00.000000000,98769.008,99682.328,98765.734,99637.617,165086,651110,641720
2018-04-09 21:00:00.000000000,99626.508,99920.203,99288.102,99562.797,172438,641720,647536
2018-04-09 21:30:00.000000000,99562.797,99607.492,99343.172,99450.93,90876,647536,646156
2018-04-09 22:00:00.000000000,99450.93,99789.977,99418.984,99554.883,80792,646156,649090
2018-04-09 22:30:00.000000000,99554.883,99833.57,99554.883,99768.086,84302,649090,648326
2018-04-09 23:00:00.000000000,99768.086,100721.523,99670.094,100459.648,178040,648326,654274
2018-04-09 23:30:00.000000000,100459.648,100988.844,100458.32,100786.898,96572,654274,662772
2018-04-10 00:00:00.000000000,100786.898,100846.109,100696.305,100759.477,35944,662772,663282
2018-04-10 00:30:00.000000000,100759.477,101159.516,100759.477,100835.242,53112,663282,655582
2018-04-10 09:00:00.000000000,100732.156,101047.453,100389.937,100669.141,150370,655582,652786
2018-04-10 09:30:00.000000000,100669.141,100760.594,100447.961,100544.891,75000,652786,653132
2018-04-10 10:00:00.000000000,100544.891,100636.695,100451.406,100551.414,27140,653132,651836
2018-04-10 10:30:00.000000000,100579.891,101516.898,100563.906,101487.617,132868,651836,656516
2018-04-10 11:00:00.000000000,101487.617,101511.734,101023.125,101146.102,89032,656516,655386
2018-04-10 13:30:00.000000000,101143.836,101287.133,101043.742,101235.359,61816,655386,657074
2018-04-10 14:00:00.000000000,101235.359,101343.812,100755.219,100917.508,113330,657074,647412
2018-04-10 14:30:00.000000000,100917.508,101074.937,100815.07,100940.836,77664,647412,639326
2018-04-10 21:00:00.000000000,102082.984,102082.984,101665.82,101800.664,183100,639326,650682
2018-04-10 21:30:00.000000000,101800.664,101831.109,101505.234,101641.82,105866,650682,646934
2018-04-10 22:00:00.000000000,101641.82,101885.297,101610.672,101749.859,84994,646934,647152
2018-04-10 22:30:00.000000000,101749.859,101880.047,101534.633,101857.297,89042,647152,649534
2018-04-10 23:00:00.000000000,101857.297,101938.641,101684.992,101868.773,73928,649534,652866
2018-04-10 23:30:00.000000000,101868.773,101960.414,101703.68,101835.531,54930,652866,655740
2018-04-11 00:00:00.000000000,101835.531,102037.453,101820.422,101887.484,43156,655740,655912
2018-04-11 00:30:00.000000000,101887.484,101900.969,101740.82,101826.086,28722,655912,648586
2018-04-11 09:00:00.000000000,101807.164,102233.633,101676.109,101848.359,149554,648586,649668
2018-04-11 09:30:00.000000000,101848.359,101856.375,101249.867,101481.187,120140,649668,643572
2018-04-11 10:00:00.000000000,101481.187,101648.719,101465.523,101551.062,32748,643572,642492
2018-04-11 10:30:00.000000000,101569.914,101615.734,101361.836,101396.133,61112,642492,638628
2018-04-11 11:00:00.000000000,101396.133,101555.797,101313.75,101387.891,63486,638628,638700
2018-04-11 13:30:00.000000000,101391.766,101525.531,101123.461,101155.242,96374,638700,639828
2018-04-11 14:00:00.000000000,101155.242,101556.297,100983.875,101494.492,106196,639828,636296
2018-04-11 14:30:00.000000000,101494.492,101773.789,101416.844,101679.766,101482,636296,635112
2018-04-11 21:00:00.000000000,101578.906,101785.664,100776.266,101034.344,210172,635112,635900
2018-04-11 21:30:00.000000000,101034.344,101365.234,101013.883,101263.102,107518,635900,638544
2018-04-11 22:00:00.000000000,101263.102,101470.758,101162.375,101344.141,75982,638544,638156
2018-04-11 22:30:00.000000000,101344.141,101723.266,101106.242,101647.844,109230,638156,640546
2018-04-11 23:00:00.000000000,101647.844,102692.797,101647.844,102542.203,244202,640546,665028
2018-04-11 23:30:00.000000000,102542.203,102561.828,102290.469,102546.812,98226,665028,664632
2018-04-12 00:00:00.000000000,102546.812,102849.75,102156.352,102263.336,148290,664632,660454
2018-04-12 00:30:00.000000000,102263.336,102301.961,101995.617,102207.992,78172,660454,650046
2018-04-12 09:00:00.000000000,102222.109,102459.07,101926.039,101983.125,111386,650046,649020
2018-04-12 09:30:00.000000000,101983.125,102125.422,101180.141,101485.062,165548,649020,639908
2018-04-12 10:00:00.000000000,101485.062,101576.68,101165.289,101371.57,57382,639908,638250
2018-04-12 10:30:00.000000000,101369.539,101802.141,101335.797,101622.984,82316,638250,639878
2018-04-12 11:00:00.000000000,101622.984,101777.164,101444.641,101463.18,81082,639878,638232
2018-04-12 13:30:00.000000000,101272.32,101795.367,101010.039,101680.398,151028,638232,647092
2018-04-12 14:00:00.000000000,101680.398,102127.359,101666.875,102054.484,123030,647092,654686
2018-04-12 14:30:00.000000000,102054.484,102235.773,101936.477,102175.609,101268,654686,653638
2018-04-12 21:00:00.000000000,101666.109,101756.102,101306.539,101492.82,204960,653638,653660
2018-04-12 21:30:00.000000000,101492.82,102012.477,101455.242,101932.266,127632,653660,656726
2018-04-12 22:00:00.000000000,101932.266,102127.539,101769.164,102091.625,124906,656726,663338
2018-04-12 22:30:00.000000000,102091.625,102091.625,101522.812,101573.844,110490,663338,661860
2018-04-12 23:00:00.000000000,101573.844,101987.555,101517.148,101942.68,117610,661860,657320
2018-04-12 23:30:00.000000000,101942.68,101954.875,101614.625,101853.773,87316,657320,658050
2018-04-13 00:00:00.000000000,101853.773,101946.906,101788.414,101902.695,49552,658050,658156
2018-04-13 00:30:00.000000000,101902.695,101949.859,101814.742,101858.875,32216,658156,651396
2018-04-13 09:00:00.000000000,101834.867,102700.531,101656.234,102700.531,197158,651396,670714
2018-04-13 09:30:00.000000000,102700.531,104094.5,102700.531,103953.414,269204,670714,691814
2018-04-13 10:00:00.000000000,103953.414,104220.594,103813.453,103897.523,63036,691814,695858
2018-04-13 10:30:00.000000000,103899.258,103941.734,103769.586,103885.82,66716,695858,698402
2018-04-13 11:00:00.000000000,103885.82,104056.758,103562.352,103950.312,117300,698402,694818
2018-04-13 13:30:00.000000000,103955.133,104375.281,103767.234,103847.766,130740,694818,698382
2018-04-13 14:00:00.000000000,103847.766,103904.852,103719.297,103892.469,83928,698382,687860
2018-04-13 14:30:00.000000000,103892.469,103922.539,103650.734,103773.5,106050,687860,669726
2018-04-13 21:00:00.000000000,104046.727,104157.781,103595.477,103901.422,146546,669726,672202
2018-04-13 21:30:00.000000000,103901.422,104042.633,103774.609,103994.469,73894,672202,672302
2018-04-13 22:00:00.000000000,103994.469,104082.508,103734.219,103783.242,74178,672302,670894
2018-04-13 22:30:00.000000000,103783.242,103888.031,103334.0,103394.516,104036,670894,667694
2018-04-13 23:00:00.000000000,103394.516,103792.336,103389.125,103457.32,77584,667694,666178
2018-04-13 23:30:00.000000000,103457.32,103459.641,102961.227,103244.906,124062,666178,665660
2018-04-14 00:00:00.000000000,103244.906,103251.055,103122.078,103197.383,45830,665660,667388
2018-04-14 00:30:00.000000000,103197.383,103375.937,103178.297,103363.406,51180,667388,657806
2018-04-16 09:00:00.000000000,103304.805,103887.484,102909.336,103683.484,174656,657806,659876
2018-04-16 09:30:00.000000000,103683.484,103962.0,103590.602,103741.0,94830,659876,665744
2018-04-16 10:00:00.000000000,103741.0,103827.125,103623.828,103684.758,25546,665744,664734
2018-04-16 10:30:00.000000000,103679.359,104203.844,103667.055,103899.531,95182,664734,669682
2018-04-16 11:00:00.000000000,103899.531,103899.531,103244.586,103420.773,108700,669682,659264
2018-04-16 13:30:00.000000000,103415.383,103983.062,103331.25,103956.109,79324,659264,665300
2018-04-16 14:00:00.000000000,103956.109,104237.172,103899.937,103973.406,112532,665300,677128
2018-04-16 14:30:00.000000000,103973.406,104675.641,103969.062,104384.273,148218,677128,683290
2018-04-16 21:00:00.000000000,104478.344,104707.523,104213.695,104381.594,177608,683290,692012
2018-04-16 21:30:00.000000000,104381.594,104472.734,103968.617,104100.32,125694,692012,684192
2018-04-16 22:00:00.000000000,104100.32,104408.758,104084.078,104403.344,75708,684192,685384
2018-04-16 22:30:00.000000000,104403.344,104521.984,104144.281,104195.852,86958,685384,685942
2018-04-16 23:00:00.000000000,104195.852,104402.453,104037.062,104351.773,81712,685942,685676
2018-04-16 23:30:00.000000000,104351.773,105042.031,104256.875,104872.531,129702,685676,693950
2018-04-17 00:00:00.000000000,104872.531,104896.164,103865.133,103925.727,112492,693950,682918
2018-04-17 00:30:00.000000000,103925.727,104128.187,103877.008,104037.625,58032,682918,676140
2018-04-17 09:00:00.000000000,103974.898,104127.242,103426.141,103628.375,155152,676140,673094
2018-04-17 09:30:00.000000000,103628.375,103684.984,103403.812,103616.383,70588,673094,671652
2018-04-17 10:00:00.000000000,103616.383,103803.648,103481.352,103782.469,44530,671652,667624
2018-04-17 10:30:00.000000000,103785.602,104167.859,103785.602,103939.937,99522,667624,668366
2018-04-17 11:00:00.000000000,103939.937,104049.922,103792.328,103887.297,54140,668366,666230
2018-04-17 13:30:00.000000000,103878.742,103881.023,103342.359,103528.539,102452,666230,665700
2018-04-17 14:00:00.000000000,103528.539,103672.523,103375.305,103511.93,77066,665700,659414
2018-04-17 14:30:00.000000000,103511.93,103951.273,103327.43,103893.039,105284,659414,652838
2018-04-17 21:00:00.000000000,103226.305,103652.57,103200.336,103551.086,188206,652838,657980
2018-04-17 21:30:00.000000000,103551.086,103874.609,103425.047,103505.961,112474,657980,658920
2018-04-17 22:00:00.000000000,103505.961,103755.008,102684.484,102842.102,172664,658920,659640
2018-04-17 22:30:00.000000000,102842.102,103502.633,102801.93,103337.789,148176,659640,656128
2018-04-17 23:00:00.000000000,103337.789,103636.969,103235.211,103534.547,87060,656128,659908
2018-04-17 23:30:00.000000000,103534.547,103748.43,103418.984,103649.305,75400,659908,664552
2018-04-18 00:00:00.000000000,103649.305,103649.305,103397.32,103581.508,56650,664552,661830
2018-04-18 00:30:00.000000000,103581.508,103631.336,103495.023,103543.937,30052,661830,656498
2018-04-18 09:00:00.000000000,103681.219,104213.523,103668.875,104149.359,147134,656498,658862
2018-04-18 09:30:00.000000000,104149.359,104180.453,103331.609,103332.992,131576,658862,653378
2018-04-18 10:00:00.000000000,103332.992,103570.812,103323.969,103545.937,40478,653378,650660
2018-04-18 10:30:00.000000000,103545.937,103620.047,103220.5,103498.609,65208,650660,650468
2018-04-18 11:00:00.000000000,103498.609,103766.18,103413.352,103597.023,78996,650468,648050
2018-04-18 13:30:00.000000000,103656.531,104548.187,103656.531,104432.312,150420,648050,669644
2018-04-18 14:00:00.000000000,104432.312,105129.133,104424.148,104802.273,273730,669644,704766
2018-04-18 14:30:00.000000000,104802.273,105255.844,104654.469,104839.273,172256,704766,707312
2018-04-18 21:00:00.000000000,107424.422,109791.937,107312.578,108564.18,543832,707312,724114
2018-04-18 21:30:00.000000000,108564.18,108709.664,107674.703,107824.805,281066,724114,714428
2018-04-18 22:00:00.000000000,107824.805,107994.906,106481.906,106906.289,249800,714428,705710
2018-04-18 22:30:00.000000000,106906.289,107258.367,106317.328,107168.008,186418,705710,705050
2018-04-18 23:00:00.000000000,107168.008,107289.344,106867.992,107214.039,96946,705050,707876
2018-04-18 23:30:00.000000000,107214.039,107298.398,106705.562,106966.859,113224,707876,712566
2018-04-19 00:00:00.000000000,106966.859,106969.242,106624.609,106828.328,69942,712566,711932
2018-04-19 00:30:00.000000000,106828.328,106986.227,106745.133,106772.008,49730,711932,705040
2018-04-19 09:00:00.000000000,106850.539,107684.789,106714.602,106815.117,171466,705040,705448
2018-04-19 09:30:00.000000000,106815.117,106999.727,106766.328,106869.633,65304,705448,705588
2018-04-19 10:00:00.000000000,106869.633,106926.828,106504.445,106504.445,26358,705588,703606
2018-04-19 10:30:00.000000000,106479.305,106884.633,106385.406,106815.727,69718,703606,701708
2018-04-19 11:00:00.000000000,106815.727,107007.211,106711.437,106964.508,52830,701708,698830
2018-04-19 13:30:00.000000000,108094.867,108489.023,107358.734,107943.883,296812,698830,715594
2018-04-19 14:00:00.000000000,107943.883,108786.555,107765.555,108391.922,230684,715594,728608
2018-04-19 14:30:00.000000000,108391.922,108569.984,107961.664,108128.914,188792,728608,726950
2018-04-19 21:00:00.000000000,106459.992,106918.0,105825.312,106203.914,252840,726950,714238
2018-04-19 21:30:00.000000000,106203.914,106271.234,105703.609,106104.023,140862,714238,712190
2018-04-19 22:00:00.000000000,106104.023,106126.531,105869.375,106060.711,62234,712190,710630
2018-04-19 22:30:00.000000000,106060.711,106129.391,105381.984,105607.18,129660,710630,710588
2018-04-19 23:00:00.000000000,105607.18,105860.937,105524.227,105732.961,65128,710588,708656
2018-04-19 23:30:00.000000000,105732.961,105861.953,105576.453,105831.445,42644,708656,708212
2018-04-20 00:00:00.000000000,105831.445,105996.773,105747.812,105825.82,25864,708212,706374
2018-04-20 00:30:00.000000000,105825.82,105917.883,105741.211,105797.422,20262,706374,700906
2018-04-20 09:00:00.000000000,105747.18,105915.82,105573.828,105850.258,59720,700906,701022
2018-04-20 09:30:00.000000000,105850.258,105863.258,105699.437,105738.781,29764,701022,699898
2018-04-20 10:00:00.000000000,105738.781,105767.094,105604.164,105643.867,16172,699898,699056
2018-04-20 10:30:00.000000000,105649.289,105763.469,105204.828,105251.242,56330,699056,699378
2018-04-20 11:00:00.000000000,105251.242,105433.828,104199.562,104251.07,167396,699378,695692
2018-04-20 13:30:00.000000000,104220.195,104561.203,103928.641,104422.859,121578,695692,685178
2018-04-20 14:00:00.000000000,104422.859,104632.781,104208.094,104385.844,55504,685178,681876
2018-04-20 14:30:00.000000000,104385.844,104488.148,104191.414,104337.328,60170,681876,671572
2018-04-20 21:00:00.000000000,104548.547,104829.687,104425.172,104590.594,93438,671572,676066
2018-04-20 21:30:00.000000000,104590.594,104750.328,104277.172,104425.156,62134,676066,676722
2018-04-20 22:00:00.000000000,104425.156,104433.719,103884.016,104165.555,97272,676722,673722
2018-04-20 22:30:00.000000000,104165.555,104302.055,103999.969,104081.086,49536,673722,672248
2018-04-20 23:00:00.000000000,104081.086,104706.547,103969.148,104653.344,80802,672248,672282
2018-04-20 23:30:00.000000000,104653.344,104928.797,104591.383,104768.375,63674,672282,680330
2018-04-21 00:00:00.000000000,104768.375,104800.914,104473.562,104564.414,35098,680330,676704
2018-04-21 00:30:00.000000000,104564.414,104669.141,104308.734,104399.32,32532,676704,667318
2018-04-23 09:00:00.000000000,104396.031,105001.258,104368.141,104730.711,80852,667318,668770
2018-04-23 09:30:00.000000000,104730.711,105500.445,104688.937,105244.859,107634,668770,664924
2018-04-23 10:00:00.000000000,105244.859,105262.977,105026.094,105162.273,22098,664924,664834
2018-04-23 10:30:00.000000000,105164.562,105234.82,104767.836,105033.469,50732,664834,663886
2018-04-23 11:00:00.000000000,105033.469,105414.898,105024.937,105399.062,47490,663886,662188
2018-04-23 13:30:00.000000000,105453.102,105555.75,104712.305,104749.062,77046,662188,661954
2018-04-23 14:00:00.000000000,104749.062,105120.266,104731.906,105027.531,42224,661954,660370
2018-04-23 14:30:00.000000000,105027.531,105192.227,104853.172,105011.891,54376,660370,654672
2018-04-23 21:00:00.000000000,102611.039,103413.437,102130.141,103116.625,283776,654672,634514
2018-04-23 21:30:00.000000000,103116.625,103564.109,103116.625,103421.297,82328,634514,631522
2018-04-23 22:00:00.000000000,103421.297,103471.57,103027.094,103179.781,70788,631522,628570
2018-04-23 22:30:00.000000000,103179.781,103575.078,103096.398,103383.727,53322,628570,628144
2018-04-23 23:00:00.000000000,103383.727,103582.0,103305.172,103491.781,44232,628144,633530
2018-04-23 23:30:00.000000000,103491.781,103833.32,103481.844,103729.977,55508,633530,639470
2018-04-24 00:00:00.000000000,103729.977,103808.055,103692.555,103757.977,15738,639470,637824
2018-04-24 00:30:00.000000000,103757.977,103827.211,103730.82,103808.422,14184,637824,632584
2018-04-24 09:00:00.000000000,103440.25,103866.664,103298.922,103850.594,64712,632584,630804
2018-04-24 09:30:00.000000000,103850.594,104030.664,103696.328,103927.461,41648,630804,629592
2018-04-24 10:00:00.000000000,103927.461,103989.789,103865.617,103901.937,12678,629592,630034
2018-04-24 10:30:00.000000000,103908.586,104113.758,103856.719,103992.094,40524,630034,629854
2018-04-24 11:00:00.000000000,103992.094,104456.953,103909.812,104426.555,53966,629854,633032
2018-04-24 13:30:00.000000000,104466.562,104492.852,104053.211,104059.836,55688,633032,629864
2018-04-24 14:00:00.000000000,104059.836,104160.344,103986.844,104152.656,36500,629864,626304
2018-04-24 14:30:00.000000000,104152.656,104220.922,103379.406,103398.609,84350,626304,616996
2018-04-24 21:00:00.000000000,103618.625,104572.898,103606.203,104266.086,145482,616996,628848
2018-04-24 21:30:00.000000000,104266.086,104470.742,104101.266,104354.062,54522,628848,632276
2018-04-24 22:00:00.000000000,104354.062,104430.922,104066.977,104240.836,53598,632276,633072
2018-04-24 22:30:00.000000000,104240.836,104307.227,104095.062,104230.148,34584,633072,634434
2018-04-24 23:00:00.000000000,104230.148,104465.867,103812.172,103915.961,86400,634434,636966
2018-04-24 23:30:00.000000000,103915.961,104009.055,103606.891,103666.133,55404,636966,639490
2018-04-25 00:00:00.000000000,103666.133,103784.609,103636.086,103753.969,27680,639490,638332
2018-04-25 00:30:00.000000000,103753.969,103802.93,103608.422,103611.617,24402,638332,630646
2018-04-25 09:00:00.000000000,103707.633,103860.891,103150.523,103381.656,94154,630646,625828
2018-04-25 09:30:00.000000000,103381.656,103851.344,103367.227,103778.828,48786,625828,625934
2018-04-25 10:00:00.000000000,103778.828,103785.375,103465.734,103527.141,17790,625934,623846
2018-04-25 10:30:00.000000000,103528.984,103845.437,103503.242,103761.945,25728,623846,624518
2018-04-25 11:00:00.000000000,103761.945,103948.953,103598.023,103736.398,36010,624518,622424
2018-04-25 13:30:00.000000000,103695.164,103831.211,103368.867,103551.844,45224,622424,623958
2018-04-25 14:00:00.000000000,103551.844,103668.258,103409.187,103565.82,31944,623958,622006
2018-04-25 14:30:00.000000000,103565.82,103586.125,103333.469,103379.727,54120,622006,614360
2018-04-25 21:00:00.000000000,103542.836,103830.578,103412.375,103578.797,95352,614360,620338
2018-04-25 21:30:00.000000000,103578.797,103631.148,103283.367,103490.453,51534,620338,621600
2018-04-25 22:00:00.000000000,103490.453,104049.531,103467.906,104005.07,50132,621600,622934
2018-04-25 22:30:00.000000000,104005.07,104019.07,103365.344,103383.305,79982,622934,622822
2018-04-25 23:00:00.000000000,103383.305,103511.477,102942.805,103367.258,88420,622822,622674
2018-04-25 23:30:00.000000000,103367.258,103556.133,103330.422,103517.664,36174,622674,621140
2018-04-26 00:00:00.000000000,103517.664,103594.094,103484.336,103529.773,18734,621140,620712
2018-04-26 00:30:00.000000000,103529.773,103571.094,103426.102,103571.094,15956,620712,616160
2018-04-26 09:00:00.000000000,103561.516,103646.437,103293.539,103298.172,49762,616160,615308
2018-04-26 09:30:00.000000000,103298.172,103381.828,103150.711,103258.68,33710,615308,615426
2018-04-26 10:00:00.000000000,103258.68,103296.609,103173.516,103220.797,14668,615426,614458
2018-04-26 10:30:00.000000000,103213.594,103678.414,103178.789,103557.055,46362,614458,613230
2018-04-26 11:00:00.000000000,103557.055,103610.547,103353.586,103576.414,28784,613230,612596
2018-04-26 13:30:00.000000000,103576.414,103576.414,103245.172,103373.453,40900,612596,613478
2018-04-26 14:00:00.000000000,103373.453,103534.031,103269.195,103480.125,36350,613478,615154
2018-04-26 14:30:00.000000000,103480.125,103514.531,103235.281,103305.422,51142,615154,613706
2018-04-26 21:00:00.000000000,103232.203,104004.242,102982.437,103923.539,123018,613706,625404
